text,created_at,retweet_count,favorite_count
"What an amazing 3 days at #IF2024 here at Texas A&amp;M University! From inspiring panels to the drone show &amp; RELLIS campus tours, it was a privilege to host leaders in AI, energy, and innovation. Big thanks to all speakers, attendees, and volunteers! Excited for what's ahead! 🚀 https://t.co/ltQvqd4Nms",Fri Nov 15 22:17:32 +0000 2024,0,0
"Interesting...

🇺🇲⚛️Texas A&amp;M to Offer Land for Nuclear Reactors

(TNS) — Texas A&amp;M University has started the process to offer companies land at its Rellis Campus in Bryan for construction of the latest generation of nuclear reactors.

If approved by federal regulators, the",Sat Nov 09 10:49:02 +0000 2024,242,51
"Nearly 7 million Americans live with Alzheimer’s disease, but Texas A&amp;M researchers at the College of Medicine are working on a solution that could change everything. 
#AlzheimersResearch 
https://t.co/6qUdxD7UFc",Wed Nov 27 16:45:02 +0000 2024,109,11
"🏎️🏁 Get ready, Ags! Exclusive Texas A&amp;M @StewartHaasRcng diecast cars are up for presale at the 12th Man Shop! Don’t miss out on this unique piece of Aggie and #NASCAR pride! Secure yours now ➡️ https://t.co/SZ348D23Gk  #GigEm https://t.co/PfO3TiK2D6",Wed Nov 13 20:27:58 +0000 2024,65,11
"#RT @anita_dickason

A u 7 9

What links Texas A&amp;M University and the University of Texas to a massive theft of explosives and a missing ATF agent?

https://t.co/4xOeDPUbcJ

#bookblast
#paranormal
#HeistCrime
#FinancialThrillers
#KidnappingCrimeFiction
#suspense
#CrimeFiction https://t.co/ImRFnoVzTc",Wed Nov 27 22:04:03 +0000 2024,0,0
What are the odds A&amp;M ruins the biggest game in Texas state history in a few hrs?,Sun Nov 24 00:04:02 +0000 2024,498,8
"In Article 7, Sections 10-13, the Texas Constitution mandates “a University of the first class"" to be called The University of Texas, and ""an Agricultural and Mechanical department"" (Texas A&amp;M). To this day, A&amp;M constitutionally remains a subsidiary of UT.
#AggieFactThursday",Thu Nov 21 18:03:38 +0000 2019,244,53
"4 years at Texas, Sark has more 10 win seasons than A&amp;M since 1999.",Sun Nov 24 00:45:35 +0000 2024,1965,164
"Texas A&amp;M is set to reopen in the fall

https://t.co/kMv8DqyZB9 https://t.co/lzognVC2ct",Thu Apr 30 15:04:09 +0000 2020,205,36
"The Texas A&amp;M vs. Texas rivalry is back! Join us this weekend for the Fightin’ Texas Aggie Yell Practice, the Cotton Holdings Lone Star Showdown Concert Presented by ASA Events, and more. Let’s make history, Ags! #BTHOtu #LoneStarShowdown

🔗: https://t.co/newiGGNf2A https://t.co/etG0vZlwm2",Mon Nov 25 21:50:06 +0000 2024,54,6
"A&amp;M Football in November:

@ South Carolina: L

New Mexico State: W

@ Auburn: L 

Remind you of anyone? https://t.co/p8U92LjBbV",Sun Nov 24 16:57:36 +0000 2024,125,3
"SEC teams continue to disappoint.  Texas A&amp;M, who took #1 seed Houston to overtime in the NCAA Tournament last year is down 14 at halftime to Southern University.",Thu Nov 21 02:04:25 +0000 2024,5,0
"@CoachJDrew @RachelBitecofer It is if you're at BYU, Hillsdale College, Auburn, Liberty University, Texas A&amp;M, Utah State, TCU, SMU, Yeshiva University, University of Dallas, Cedarville -- should I continue? The fact that you don't know this makes me wonder if your real concern might not be academic freedom",Tue Nov 26 17:29:35 +0000 2024,2,0
"Business offices at #ETAMU are now closed for Thanksgiving break and will reopen at 8 a.m. on Monday, December 2. Have a great break, Lions! https://t.co/2YypLSNc10",Wed Nov 27 18:00:15 +0000 2024,2,1
"Researchers from Texas A&amp;M International University and several Iranian universities have unveiled a novel approach to peripheral nerve tissue repair, employing injectable hyaluronic acid-based microparticles loaded with cannabidiol (CBD). https://t.co/lj1yYqxrAl",Tue Nov 19 18:17:33 +0000 2024,3,0
"Longhorns vs Aggies

QB - Texas 
OL - Texas
RB - Draw
TE - Texas
WR - Texas

DL - Texas
LB - Texas
DB - Texas

Special Teams: A&amp;M",Tue Nov 26 19:57:32 +0000 2024,816,13
A&amp;M down 21-0 to 4-6 Auburn 😂,Sun Nov 24 01:21:55 +0000 2024,241,13
"TEXAS A&amp;M NEWS: Texas A&amp;M University is the Best Public College in Texas and the Best Value College in Texas, according to Money’s 2022 Best Colleges ranking.

https://t.co/mKzTtgOEzc",Mon May 16 20:32:12 +0000 2022,556,113
Man said SEC sabotaged their season by sending A&amp;M to face 4-6 Auburn at night 💀,Sun Nov 24 19:56:49 +0000 2024,350,17
"They saying A&amp;M fumbled the easiest schedule they ever had 12 years in the SEC. 

To make it worse, they extended the playoffs to 12 teams and A&amp;M still might not qualify.",Sun Nov 24 19:08:11 +0000 2024,298,12
"Rollins, 52, was raised by a single mother in Glen Rose, a farming town of 1,200 about 50 miles southwest of Fort Worth, and has an undergraduate degree in agricultural development from Texas A&amp;M University. https://t.co/yK9kNAcfsn",Tue Nov 26 14:32:00 +0000 2024,86,25
"A&amp;M complaining about rankings when they still haven’t won a conference game in the month of November lol. 

Today is November 20th.",Wed Nov 20 14:53:52 +0000 2024,267,6
I will be at Auburn University for tomorrow's game vs. Texas A&amp;M. Meet me there @AuburnFootball @AABonNBC @PrattvilleFB @prattvillelions https://t.co/HAakpf6ckS,Thu Nov 21 16:55:39 +0000 2024,903,32
"Each December, the East Texas A&amp;M University School of Music puts on the Holiday Gala, a showcase of multiple ensembles from across the department. Get your tickets today: https://t.co/agp8Y4J4IF

#ETAMU #ETAMUAlumni https://t.co/RMr7tlWarj",Tue Nov 26 15:48:08 +0000 2024,2,0
You wouldn’t believe me if there wasn’t video proof https://t.co/RkhRELA0rC,Tue Nov 26 23:08:49 +0000 2024,667,16
Never forget when Texas A&amp;M counted their spring game as a win to give themselves a 10-win season. https://t.co/mdsFSPaPzK,Tue Nov 26 16:12:17 +0000 2024,2371,181
"Any time Texas A&amp;M does not possess the ball… 
if you are wearing Maroon, you are yelling loud AF. 🗣️🗣️

Alums and students alike need to be off their asses and yelling like crazy every SINGLE moment this team is does not have the ball. 🔥

And bring your F’ing towels

#BTHOtu https://t.co/ILPDImd1Ys",Wed Nov 27 05:52:07 +0000 2024,43,7
Me watching the Texas/A&amp;M toxic trash talk on my timeline this week https://t.co/UUcOTkKNxG,Wed Nov 27 00:06:29 +0000 2024,41,0
"Take the time to watch this. 

This man will go down as an Aggie legend. I guarantee it. @Terrybussey12 https://t.co/bDEmpYGyI2",Tue Nov 26 21:29:01 +0000 2024,1557,160
"🚨 Today!

Happy 100th birthday to @UTAustin's DKR-Texas Memorial Stadium, dedicated on November 27, 1924. More than 35,000 fans watched Texas beat Texas A&amp;M 7 - 0, while 27 persons were arrested for illegally bringing their ""prescription whiskey"" into the stadium with them. https://t.co/F6889wyIrt",Wed Nov 27 17:12:25 +0000 2024,290,49
https://t.co/xobFoZfKaN,Tue Nov 26 18:01:14 +0000 2024,623,19
"Unveiling a new look 🪡⚫️🧵

#GigEm https://t.co/bDqH7mVjQm",Tue Nov 26 17:07:04 +0000 2024,792,61
"Texas A&amp;M is 11-13 against Texas in my 35yr existence.

On November 30, 2024 they will then be 12-13. #Gigem 👍🏾

🤟🏾⬇️ https://t.co/mdOLqFXT9x",Tue Nov 26 01:15:23 +0000 2024,80,3
Buy or Sell: Texas Wins Against A&amp;M By 10+ Points on Saturday https://t.co/Sk4NBqYlSa,Wed Nov 27 23:00:01 +0000 2024,114,5
"I can’t believe I’m positioning these ticket prices as reasonable, but this is the first time I’ve seen an A&amp;M/Texas ticket under $700 after fees in the past six months. https://t.co/WRqCAgB246",Wed Nov 27 15:43:17 +0000 2024,72,1
"The streets saying Texas A&amp;M STILL isn’t “SEC ready”

#AggieFactRivalryWeek https://t.co/cTdE0yTyCh",Tue Nov 26 18:38:06 +0000 2024,1017,57
"Laying the foundation 🧱

Tune in NOW to https://t.co/voR0FZZ5hn to watch the 𝙚𝙖𝙧𝙡𝙮 𝙫𝙞𝙚𝙬𝙞𝙣𝙜 of our cinematic recap vs. Texas A&amp;M! https://t.co/nacGlkNO8g",Tue Nov 26 20:37:19 +0000 2024,1254,212
Texas A&amp;M… 😂👀 https://t.co/UrsNInyGpd,Tue Nov 26 05:50:35 +0000 2024,98,0
"In the fall of 2011, I remember cheering on Texas as they beat A&amp;M. Aggy girl at school told me “I’d never get accepted to Texas” so, cheering for them was irrelevant. Fast forward, she doesn’t get accepted to A&amp;M that year and I end up graduating from UT 4 years later. 😃",Tue Nov 26 15:34:04 +0000 2024,538,10
This is a good time to bring this one back https://t.co/LnIbqjfwiD,Tue Nov 26 16:05:53 +0000 2024,591,12
🤫 https://t.co/0zoigp7MoE,Tue Nov 26 00:26:47 +0000 2024,1250,38
"I will be at Texas A&amp;M this Weekend‼️
@DukestheScoop @CoachTroop_ 
⚪️⚪️⚪️ https://t.co/b1Ju0temjV",Tue Nov 26 01:23:06 +0000 2024,399,13
"Will Texas Score 30 on Saturday? 🤔

If They Do, A&amp;M is Not Winning that Game 🤘 https://t.co/x0qbSZc75g",Tue Nov 26 17:45:00 +0000 2024,84,10
"practice from up top 🌥️

#GigEm https://t.co/nxjLpmGrRp",Tue Nov 26 20:10:41 +0000 2024,257,5
"Texas vs Texas A&amp;M. The center of my Thanksgivings for 33 years. It’s been too long. 

#HookEm🤘 #GigEm👍

🎥: @JosephManero 
https://t.co/7Zpepmye0f",Tue Nov 26 02:38:30 +0000 2024,245,35
"📢 You asked, we delivered! The exclusive Texas A&amp;M @StewartHaasRcng diecasts are available for pre-order! Grab yours and own a piece of Aggie and racing history! 🏎️ 🏁 
🔗: https://t.co/SZ348D23Gk https://t.co/epZXxM0XVR",Sun Nov 17 19:05:06 +0000 2024,27,3
"Welcome to Johnson Space Center, Texas A&amp;M University Space Institute! 🚀

Today, ground broke at Johnson as facilities will begin construction on a 240-acre parcel to foster a  collaborative research environment to increase commercial access through @NASA and the Texas A&amp;M https://t.co/Pe5fdNWHZy",Fri Nov 15 22:18:06 +0000 2024,726,126
"Texas A&amp;M University Professor, @Sarbajit Banerjee presented at the 16th Mo and V Industry Annual Conference &amp; Terminal Application Development Forum.

https://t.co/asByuIrVqx

#vanadium #VFB $AVL @TAMU @vanitec https://t.co/D6T0WntpWH",Fri Nov 22 01:55:39 +0000 2024,7,0
"📅 Reminder: Texas A&amp;M University–Central Texas will be closed November 28-29 for Thanksgiving Break. 🦃🍂

We hope everyone enjoys a well-deserved break with family and friends. 😁

How are you spending your Thanksgiving break? Share your plans in the comments below! ✨ https://t.co/ZQYSq3a3r5",Wed Nov 27 16:00:02 +0000 2024,0,0
John Comstock's injuries were so severe Texas A&amp;M University drafted a press release announcing his death. https://t.co/761Z5B41va,Tue Nov 19 11:15:00 +0000 2024,4,0
"New: A capacity study report has recommended Texas A&amp;M University pause its undergraduate growth on the main campus over the next five years after enrollment grew 33% over the past decade.
https://t.co/sZIQKoqx5y",Tue Aug 27 18:46:15 +0000 2024,659,30
"Brooke Rollins, who graduated from Texas A&amp;M University with a degree in agricultural development, is a longtime Trump associate who served as his former domestic policy chief. https://t.co/xJS6a4UQ9W",Sun Nov 24 03:30:11 +0000 2024,3,0
"A powerful tribute at the @NASCAR Championship: Texas A&amp;M and @StewartHaasRcng honored veterans with the Aggie-branded No. 4 car in Phoenix. 

“Standing for our Veterans” is what Aggies do every day. 🇺🇸🪖 

#GoldStarFamilies #NASCAR #HonorAndRemember https://t.co/pBDhaTsjWT",Fri Nov 15 02:00:41 +0000 2024,178,20
"""Space is a major part of the future of Texas A&amp;M and this new institute and collab with @NASA will be an attractive destination for the nation’s top space scientists and prospective students interested in space-related disciplines."" -  President Mark A. Welsh III",Fri Nov 15 21:51:02 +0000 2024,130,10
"Well welcome to THE PRAIRIE VIEW A&amp;M UNIVERSITY 💜💛. The second oldest public institution in Texas behind TAMU, established in 1876..",Sun Jun 11 02:53:41 +0000 2017,72,45
GAMEDAY BUTTON | Check out the Auburn vs. Texas A&amp;M edition from Auburn University Bookstore! #WarEagle https://t.co/gJDyu0oZbI,Sat Nov 23 17:04:50 +0000 2024,90,3
"This week we're highlighting former student Rushad Khan '23! Khan received his bachelor's in electrical engineering at Texas A&amp;M and master's at the University of Arizona in electrical and computer engineering. He is currently a solutions engineer at Cadence Design Systems, https://t.co/SYYrC3jRnY",Tue Nov 19 14:00:06 +0000 2024,0,0
"TAMU was named the ""Pillar of Academia"" for Texas as the most compassionate school in the state based on Washington Monthly data! WHOOP! https://t.co/lWjTtqtp4C",Tue Sep 26 13:34:46 +0000 2017,637,206
"CBS Bowl Projections:

 Oklahoma - Frisco Bowl vs Kansas 

(Yes, Frisco as in Frisco, TX 💀)

A&amp;M - Gator Bowl vs Louisville",Mon Nov 25 17:15:21 +0000 2024,318,5
"I was offered sponsorship to apply for the Air Force Academy. Started an application to Baylor (was living in Waco), but never completed it once I locked up admittance to my first choice school: Texas A&amp;M University.

horns weren't even on the LIST lol.",Wed Nov 27 15:22:13 +0000 2024,18,0
"After a win over Ohio State, Texas A&amp;M looks to continue their success against Southern University. Here are the details of how to watch the game. https://t.co/M8nLgtBAab",Wed Nov 20 10:45:03 +0000 2024,2,1
"A&amp;M has lost 12 of their last 14 road games. 

Texas hasn’t lost a road game since Oct. 2022",Sun Nov 24 17:40:36 +0000 2024,403,29
"We got a Rivalry Challenge for you, Ags! 

Texas A&amp;M University and The University of Texas at Austin are hosting a friendly giving challenge leading up to the football game. #RivalryChallenge24

Make a gift here: https://t.co/z4k0Lyl01a https://t.co/fnjfbIk7V0",Thu Nov 21 16:38:26 +0000 2024,34,6
"With our recent name change to East Texas A&amp;M University, we're proud to unveil our newly redesigned police department patch! https://t.co/yjlskLETrr",Fri Nov 22 00:13:25 +0000 2024,0,0
"In his State of the University address, Texas A&amp;M Interim President Mark Welsh unveiled his vision for the university to enter a “Decade of Excellence.” Welsh looks to address students’ needs, such as capping campus enrollment, among other concerns.

https://t.co/RiuX6GIdYO",Wed Nov 29 22:21:55 +0000 2023,242,16
"An argument for why Texas-Texas A&amp;M is the best in-state rivalry in the SEC:

Unlike the other institutions in the conference, the student bodies of UT and TAMU have remained almost entirely comprised of in-state students, meaning the student bodies of both universities grew up",Mon Nov 25 21:15:48 +0000 2024,116,5
Texas A&amp;M is breaking ground on new $40 million Music Activities Center on Friday! https://t.co/F3NOlN1NGB 🎼 #tamu https://t.co/47T8iuFrAw,Wed Sep 06 14:10:24 +0000 2017,387,108
"@IJNet has designed a brand new newsletter which highlights student journalists’ achievements and offers practical resources. Subscribe now to learn about its first student spotlight, Ian Curtis of Texas A&amp;M University!
https://t.co/KQ2iyhaWEr https://t.co/tVSBqQ8O4A",Tue Nov 19 14:00:02 +0000 2024,3,1
@wwwMAGA_ @BrianS00250008 @gaymergir I’m trying to think of a word that describes you. While I’m working on it I’m going to take a sip from my University of North Texas coffee mug. https://t.co/BP3DcnwbG6,Wed Nov 27 06:21:03 +0000 2024,7,1
"Academic Professional Track (Non-Tenure): Open Rank – Instructional - Bryan, Texas (US) - Texas A&amp;M University, Microbial Pathogenesis and Immunology Department - https://t.co/y3kaY5WYpf #sciencejobs",Tue Nov 19 18:38:31 +0000 2024,2,0
"As Texas’ two flagship universities, #TAMU and @UTAustin are united in providing a world-class education to more than 116,000 students on our campuses, which include 90,000+ undergraduates, 2,000+ student veterans and 25,000+ graduate students. #txlege https://t.co/OTKRweTWrl",Wed Nov 11 16:01:15 +0000 2020,599,74
"@MikeTCT @wendy_mcroberts @NateSchatzline @utsystem It’s the University of Texas’ endowment, Mike. It’s not a new program, they’re just expanding it to include more people. Texas A&amp;M has Aggie Assurance, which helps low-income students. The legislature sets taxes, not universities, and Greg Abbott appointed the people involved.",Sat Nov 23 18:41:26 +0000 2024,2,0
"Huge crowds visited the Texas A&amp;M University Press tent at the Texas Book Festival in downtown Austin Nov. 16-17. The festival, one of the nation’s premier annual literary events, draws more than 40,000 book lovers each year. @TAMUPress https://t.co/tvanJvYVOd",Tue Nov 26 16:21:44 +0000 2024,3,2
"Moved to NYC at 18. Los Angeles at 20. Austin to go to the University of Texas at 21. Summers in DC. Studied abroad in Barcelona &amp; traveled Europe. Back to Austin to work, got married, had a kid. I’m good with my perspective, thanks.",Wed Nov 20 08:38:20 +0000 2024,35,6
